Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA,AAPL,AMZN,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-11,176.06544494628906,138.41000366210938,128.78759765625,315.57611083984375,40.829872131347656,176.88739582771854,139.3300018310547,129.15538696765046,316.9524063309863,41.99215885411626,174.83748251539495,137.0,127.40588504811633,313.8065623503819,40.61400537621823,175.60001780962375,137.39999389648438,127.8929692677222,314.83880646948256,41.72532096506458,52036700,42905800,19591100,24355500,533085000
2023-08-14,177.71926879882812,140.57000732421875,130.54705810546875,318.5547790527344,43.72608947753906,177.94703359876078,140.58999633789062,130.58681296556023,318.5744296997712,43.77306145616608,175.59011444303226,137.75,128.19119207364483,314.66179086831823,40.28620883934567,176.24371615843643,138.3000030517578,128.61862128286964,315.94964327343246,40.46110044875355,43675600,47148700,24695600,18836100,690286000
2023-08-15,175.72872924804688,137.6699981689453,129.0063018798828,316.41168212890625,43.9129753112793,177.73903700795614,141.27999877929688,130.63652424337354,319.5870169204076,45.24016151262856,175.33261529851168,137.22999572753906,128.50928268165,315.4679409838277,43.68311721989351,177.14486608365337,140.0500030517578,130.3184398437721,317.53239911449145,44.5325967531205,43622600,42781500,19770700,16966300,676512000
2023-08-16,174.85728454589844,135.07000732421875,127.93275451660156,315.643310546875,43.459251403808594,176.80816171418965,137.27000427246094,129.50333719866168,319.60364855398745,44.647519214995704,174.78795629022963,135.00999450683594,127.10770830860596,315.05221218086444,43.379298782650274,175.4118501481314,137.19000244140625,127.93275451660156,316.0373661027114,44.49261577693997,46964900,41675900,25216100,20698900,527451000
2023-08-17,172.31222534179688,133.97999572753906,129.1454620361328,312.175537109375,43.31734085083008,175.78817341312092,136.08999633789062,131.20312872387996,317.0914448901851,44.03489771419594,171.7972650350441,133.52999877929688,128.51921301502338,311.51547084312125,42.97454951240832,175.42176719468313,135.4600067138672,129.02618228652022,315.78120358070635,43.94295524890926,66062900,48354100,33446300,21257200,452395000
2023-08-18,172.7974853515625,133.22000122070312,126.70013427734375,311.7814636230469,43.272369384765625,173.4015690710498,134.07000732421875,128.47946393357242,313.6532496991234,43.551197119018596,170.29202708322546,131.14999389648438,125.62657097907541,306.9246328799907,41.634377488176604,170.62872552076746,131.6199951171875,127.74387005295644,309.8209872544114,42.6087763040824,61172200,48497700,30504800,24755000,583768000
2023-08-21,174.1343536376953,134.67999267578125,127.60470581054688,317.1013488769531,46.938114166259766,174.4215491084137,135.19000244140625,127.96256024478278,317.97812023302833,47.03605346889401,172.05473264129324,132.7100067138672,125.8054987156855,312.3332075074282,44.19480341942979,173.37183349440417,133.74000549316406,126.42180525996095,313.20997886350335,44.46663549789338,46311900,41442500,25248700,24040000,692573000
2023-08-22,175.5108642578125,134.25,128.3104705810547,317.6726989746094,45.63991165161133,175.95649623435884,135.64999389648438,129.50331355394454,321.23895106672995,48.15736337398348,174.54037449165708,133.72999572753906,127.5550069040494,316.68754513415576,45.305118604753304,175.34251507159627,135.0800018310547,127.74386144743474,320.66757506765094,48.10539340410523,42038900,32905400,22054900,16084600,755293000
2023-08-23,179.36314392089844,135.52000427246094,131.5808563232422,322.1452941894531,47.0870246887207,179.78898080878903,135.9499969482422,132.61466473883638,324.31264458594995,47.170972662557176,176.60021337314086,133.22000122070312,129.09576035782433,318.6578413021839,45.18019716729646,176.78837280424742,134.5,129.40390983068463,319.012512305478,45.837793441366706,52722800,42801000,27819700,21166400,779046000
2023-08-24,174.6691436767578,131.83999633789062,129.0063018798828,315.21966552734375,47.13399124145508,179.34336155038372,136.77999877929688,133.44965472550993,328.0365262054767,50.2350834241531,174.30272234931607,131.8300018310547,128.79756231060549,315.20980436860924,47.12999589751468,178.91752463221655,136.39999389648438,133.1514401730058,327.9084513999614,50.18511493844055,54945800,43646300,28500700,23281400,1156044000
2023-08-25,176.8774871826172,133.25999450683594,129.105712890625,318.1849365234375,45.98970031738281,177.41224254469248,133.8699951171875,129.98045637287547,320.5295769549519,47.77560005540554,174.1145567754665,130.5800018310547,126.49138703186253,314.06697141970284,44.99630833714143,175.6594223889941,132.47000122070312,128.76772830539176,316.6973448921229,46.98308848527299,51449600,44147500,26762900,21684100,925341000
2023-08-28,178.44216918945312,133.13999938964844,130.2289581298828,318.894287109375,46.80619430541992,178.83828316683332,133.9499969482422,131.74983558444546,321.30789580516176,46.951105584017796,176.8180777049469,131.85000610351562,129.36414962335698,316.943671823176,44.860393165521366,178.34313313971825,133.77999877929688,130.52717266697422,320.8251800789058,46.453410769401096,43820700,34108400,20543300,14808500,685192000
2023-08-29,182.33404541015625,134.91000366210938,133.76776123046875,323.53436279296875,48.75399398803711,183.10647826164347,135.13999938964844,135.7558381265067,324.09590767397725,49.05081219163771,177.7588638881504,133.25,131.45164982644576,317.1013096869728,46.362464335996904,177.95692088146865,133.3800048828125,131.45164982644576,317.1013096869728,46.63729671198836,53003900,38646100,43075600,19284600,701397000
2023-08-30,185.82980346679688,135.07000732421875,135.0699462890625,323.9087219238281,49.233699798583984,186.027875570887,135.67999267578125,135.46755559265864,324.913567962967,49.89629021673515,182.9480417259573,133.9199981689453,133.27073916338247,321.6034656708571,48.39521512946385,183.14609871926743,134.92999267578125,133.97649795243905,323.79050827975385,49.01383389104828,60813900,36137000,28315800,15222100,735206000
2023-08-31,186.0476531982422,138.00999450683594,135.3582000732422,322.89404296875,49.324649810791016,187.28552817850573,138.7899932861328,137.17729207084193,325.99727165516003,49.7134105431144,185.6614368088311,135.0,134.98046064717033,321.92858135018474,48.92789457736262,186.01794540757814,135.05999755859375,135.19915029723072,324.3126669507392,49.34963596255174,60794500,58781300,30053800,26411000,528570000
2023-09-01,187.62225341796875,138.1199951171875,134.85125732421875,323.7806091308594,48.479164123535156,188.0777829772235,139.9600067138672,136.64052953536765,327.0611576270318,49.76937047893149,186.45369150574666,136.8800048828125,134.04608862115742,321.9285154189886,48.11238926201774,187.65196121049496,139.4600067138672,136.64052953536765,326.3912603462074,49.73139564970311,45766500,40991500,21543700,14942000,463830000
2023-09-05,187.8599090576172,137.27000427246094,134.96058654785156,328.5980529785156,48.51814270019531,188.13719185182467,137.8000030517578,135.60670538678164,329.8787710157391,48.82095775430036,185.79018566129048,135.82000732421875,133.77767852375467,323.7806663099435,47.83056610340423,186.45368485534252,137.72999572753906,134.63255208309874,324.11561500950705,48.19334181684409,45280000,40636700,19403100,18553900,382653000
2023-09-06,181.1357879638672,135.36000061035156,133.6584014892578,327.93798828125,47.035926818847656,187.01817274976997,137.4499969482422,135.71605295992552,329.4945179929177,48.52313297844175,179.70975345688714,134.61000061035156,132.8731027089163,325.2780611047277,46.55518410120882,186.57252563325392,136.32000732421875,135.20909886838623,328.43056516101285,48.41519262521216,81755800,41785500,18684500,17535800,468670000
2023-09-07,175.8376922607422,137.85000610351562,134.45362854003906,325.0120544433594,46.216365814208984,176.48139642487362,138.02999877929688,134.7717281086327,328.1349747754007,46.31931158054762,171.85668142571674,133.16000366210938,132.1574022626096,324.145114393927,45.1279452873573,173.48077306769622,133.89999389648438,132.79358623197456,326.3715713331962,45.50074766625408,112488800,48498900,18844300,18381000,433330000
2023-09-08,176.45164489746094,138.22999572753906,135.56695556640625,329.3073425292969,45.54772186279297,178.49167556913386,138.85000610351562,135.84528509208857,331.16929760056996,46.58117143549053,176.06542850593996,136.75,134.04607809827723,324.5687552625587,45.246883520548714,176.6200091931817,136.86000061035156,134.1057179726632,325.189406952983,45.917527504610845,65551300,38348200,23558300,19530100,473069000
2023-09-11,177.62020874023438,143.10000610351562,136.10372924804688,332.9228820800781,45.15393829345703,178.5510931586707,143.6199951171875,136.66038829795693,333.395766733697,46.13841045132627,175.61979850768685,138.63999938964844,134.9804610573074,330.45013638799065,44.28839842155769,178.32332838951461,138.75,135.72598982082727,332.2332623849475,46.12341905078663,58953100,56764500,20763400,16583300,473966000
2023-09-12,174.58990478515625,141.22999572753906,134.53314208984375,326.8444519042969,44.846092224121094,178.38275585399316,143.0,136.05401950038058,331.7899430173362,45.648665789276876,173.12426491742679,140.61000061035156,134.38404240952485,326.5587789605408,44.50727214158174,177.7489644157226,142.32000732421875,135.44765552071536,330.8343426682216,44.714162584141015,90370200,42668500,18405500,17565500,349256000
2023-09-13,172.52017211914062,144.85000610351562,135.89501953125,331.07080078125,45.46076965332031,175.58019553637163,144.97999572753906,136.0838741185114,331.84908074164815,45.90553228607265,172.2923922361182,140.8699951171875,133.35026805196273,326.2534140831234,44.47929053131075,174.79785006313273,140.9499969482422,134.28466673428952,326.3913199887265,44.576238979076166,84267900,60465200,20749500,16544400,398355000
2023-09-14,174.03533935546875,144.72000122070312,137.27670288085938,333.671630859375,45.55672073364258,174.39184798430878,145.86000061035156,137.8731167931153,335.79953678134956,45.962502692385634,171.89628758242847,142.9499969482422,135.42779093400503,331.573248286681,45.10695968165419,172.31221179761187,145.0800018310547,136.779683703402,334.1149320662403,45.925523652473494,60895800,64033600,24751000,20267000,370097000
2023-09-15,173.31240844726562,140.38999938964844,136.58087158203125,325.3175048828125,43.876617431640625,174.78796097983732,143.57000732421875,137.69420491628924,332.39090229583263,45.57470992882991,172.13396406629226,140.08999633789062,135.66635806419885,324.75595997398113,43.78466356990573,174.76815074757482,142.69000244140625,137.15741568045607,331.9180476900879,45.3168479365123,109259500,102909300,38919600,37679800,506831000
2023-09-18,176.2436981201172,139.97999572753906,137.3860626220703,324.1747131347656,43.94257736206055,177.64002479353724,141.75,138.33039612819755,325.4948156439136,44.21843130315232,174.46115503817452,139.22000122070312,135.7955950144073,321.5147857988126,41.977625116232176,174.76814563074643,140.47999572753906,135.7955950144073,322.93340970271976,42.72522772825451,67257600,42823500,21861300,16834200,500271000
2023-09-19,177.33303833007812,137.6300048828125,137.21707153320312,323.77081298828125,43.4968147277832,177.88760394386657,138.83999633789062,137.58487610215266,324.4998472951053,43.94257626263728,175.4118538031827,135.55999755859375,135.80553864561958,319.6922916047418,42.97908914206893,175.7980702206982,138.6999969482422,136.6007725004365,321.32765063479235,43.80964769928678,51826900,61482500,20353700,16505900,373064000
2023-09-20,173.78775024414062,135.2899932861328,132.9427032470703,316.0077819824219,42.21649932861328,177.95690472942889,139.3699951171875,137.25682633323285,324.69684594431357,43.8796144440897,173.69861176107497,135.1999969482422,132.82340832300335,315.7516624314958,42.20050901024611,177.5211703172096,138.5500030517578,137.25682633323285,324.6180468666076,43.57677443743624,58436200,46263700,29927500,21436500,367108000
2023-09-21,172.2428741455078,129.3300018310547,129.66236877441406,314.78619384765625,40.995147705078125,174.5898954535224,132.24000549316406,131.44169080160074,320.5197962034768,42.07757095204596,172.17356100214752,129.30999755859375,129.29457942734587,310.3234483172927,40.95816866628185,172.856870429388,131.94000244140625,130.65640715487683,314.5202131437501,41.560848076493635,63149100,70343300,31503900,35560400,450736000
2023-09-22,173.09454345703125,129.1199951171875,129.47349548339844,312.3036193847656,41.587833404541016,175.36233909077248,132.02999877929688,131.24288253838307,316.6777047127133,42.09256543967266,172.36173107244514,128.52000427246094,128.82737662105137,311.45637147338414,41.20903369546633,172.97571228348323,131.11000061035156,129.98044958303285,316.54962990690495,41.549851635477154,56725400,59904300,26397300,21447900,479236000
2023-09-25,174.37203979492188,131.27000427246094,130.32838439941406,312.82574462890625,42.19950866699219,175.2534062611611,131.77999877929688,130.3880242807582,312.9538194326375,42.51334057717651,172.46075278406465,128.77000427246094,128.19120775619095,310.3234455703718,41.15506335084768,172.51027081019092,129.36000061035156,129.0560163713278,311.88983649741465,41.5688442791152,46172700,46017800,20094600,17836000,419091000
2023-09-26,170.2919921875,125.9800033569336,127.80352783203125,307.50592041015625,41.888675689697266,173.50055447022797,130.38999938964844,129.5828499424091,311.190385987701,42.797191913553974,169.99489916963813,125.27999877929688,126.46156988853527,305.41736910779923,41.632811527831635,173.1242507509963,130.1199951171875,128.99637091079285,310.4515206404709,41.9786279043167,64588900,73048200,25718700,26297600,402282000
2023-09-27,168.77685546875,125.9800033569336,129.7617950439453,308.14630126953125,42.445377349853516,171.36153958960574,127.4800033569336,130.1196495545836,309.6338632362447,42.8491652954161,167.41025147102962,124.12999725341797,127.8035529129761,305.092318122323,41.60682736570568,170.9456153197968,125.76000213623047,127.8035529129761,307.66355540766017,42.307454182067374,66921800,66553400,22746500,19410100,444935000
2023-09-28,169.03433227539062,125.9800033569336,131.52122497558594,308.983642578125,43.06604766845703,170.36133082824708,126.58000183105469,132.5053285021228,310.7963219055671,43.42285594294353,165.9941036111019,123.04000091552734,129.01624383301584,304.85584588034675,42.09256748351192,167.69742105029528,124.04000091552734,129.0659487891118,306.3729610383482,42.437381113220574,56294400,54555000,22513100,19683600,424663000
2023-09-29,169.54928588867188,127.12000274658203,130.0798797607422,311.0623474121094,43.475826263427734,171.39124466953126,129.14999389648438,133.25086502804453,314.7271211637731,44.12048309433061,168.68771453081845,126.31999969482422,129.5828605067531,310.3037897238297,43.28392721022308,170.35142654777866,128.1999969482422,132.4854511299106,313.03265523419714,43.80365063543156,51861100,62411700,30859800,24147300,397830000
2023-10-02,172.06463623046875,129.4600067138672,133.37013244628906,317.0224609375,44.758140563964844,172.6093042881744,130.47000122070312,133.61864205027362,317.1111512307064,45.15092890698065,169.2719827950215,126.54000091552734,130.38801719847447,310.50074800072014,43.83762986143508,169.55917827580257,127.27999877929688,130.42778722909262,311.5844231256774,44.00653853310022,52164500,48029700,22288000,20570000,433298000
2023-10-03,170.7277374267578,124.72000122070312,131.64051818847656,308.73736572265625,43.49381637573242,171.94581747397606,128.52000427246094,133.4596105591579,316.6185961714055,45.10595989104471,169.1630765091389,124.25,131.05403908295116,306.5897075763458,43.22296083149147,170.589096012129,128.05999755859375,133.14152610971982,316.0668823806455,44.784129013876274,49594600,51565000,22989400,21033500,470850000
2023-10-04,171.9755096435547,127.0,134.4337615966797,314.2246398925781,44.017539978027344,172.5201776911012,127.36000061035156,134.76179609594416,315.2886228065035,44.11948683276417,169.31160010164683,125.68000030517578,131.7399108003202,309.3382855829603,43.26893841700572,169.43043127173715,126.05999755859375,131.9983553295183,309.36783899365224,43.718699467120906,53020300,44203900,26752300,20720100,361821000
2023-10-05,173.21339416503906,125.95999908447266,134.26478576660156,314.6186828613281,44.6641960144043,173.74814957044222,126.7300033569336,134.68228011114874,315.22950343215035,44.87608488910876,171.00501406167223,124.33000183105469,132.65443310297832,310.22490561454885,43.86462290853571,172.1042477774046,126.70999908447266,134.26478576660156,314.35270217569223,44.026535366332816,48527900,39660600,19832600,16965600,393483000
2023-10-06,175.76837158203125,127.95999908447266,136.75979614257812,322.40142822265625,45.73762512207031,176.26352163595584,128.4499969482422,137.3363401978309,324.30276775869294,45.76461116707527,171.5001654241457,124.12999725341797,133.2110720010622,311.60412139660474,44.002549771272555,172.1141617663429,124.16000366210938,133.2110720010622,311.8504098359206,44.169460632847446,57266700,46836700,27597600,25673600,434436000
2023-10-09,177.25381469726562,128.25999450683594,137.59478759765625,324.9234313964844,45.248878479003906,177.3132302836497,128.7899932861328,138.11169179044353,325.3962859760922,45.58070232967052,174.09475506108697,124.76000213623047,134.80154224048803,318.3819957765028,44.34436186060897,175.09495269037185,126.22000122070312,136.12361507583879,319.9286944478217,44.8181083491239,42390800,38773700,19278100,19891200,409675000
2023-10-10,176.65963745117188,129.47999572753906,137.2369384765625,323.5146484375,45.77360153198242,177.97673842144718,130.74000549316406,138.88704585361853,326.18440663278744,46.23435447098409,176.2239029815132,128.0500030517578,136.51129469472835,322.8053365479783,45.06398069826679,176.37245706568626,128.82000732421875,137.67431779749998,326.0464706793637,45.28586255016455,43698000,42178600,27786600,20557100,368582000
2023-10-11,178.0559539794922,131.8300018310547,139.71209716796875,327.48480224609375,46.78107452392578,178.10547200469523,132.0500030517578,140.26875623322158,327.87885770845634,46.834047703312514,175.87729686757618,129.61000061035156,137.75384034839018,324.2534993515134,46.025476592153645,176.4714678376734,129.74000549316406,137.75384034839018,326.2927446369784,46.171398752414795,47551100,40741800,25884300,20063200,378137000
2023-10-12,178.95712280273438,132.3300018310547,138.1415252685547,326.2434997558594,46.91999435424805,180.57130155585352,134.47999572753906,140.37811179171825,328.6768305739905,47.58364213748823,177.30330847610173,131.22999572753906,137.43575129184757,323.8397223458632,46.30532407022369,178.3233313959954,132.1699981689453,140.20912707455133,325.66226268620113,46.75208457178931,56743100,55528600,24765500,19313100,481325000
2023-10-13,177.1151885986328,129.7899932861328,136.54110717773438,322.8644714355469,45.43678665161133,180.16529977566205,133.30999755859375,139.16536779224674,328.87388567074674,47.090907814678665,176.41206884050376,128.9499969482422,135.80551334470252,321.51478545137195,45.25588329365679,179.6602521369707,132.97999572753906,138.5490688742982,327.4454306740634,46.93498885447906,51427100,45786600,23420500,21072400,474115000
2023-10-16,176.98641967773438,132.5500030517578,138.270751953125,327.7016296386719,46.07044982910156,177.34292828713865,133.07000732421875,138.79759110863935,331.14966851922435,46.200377842615175,174.79784999846225,130.42999267578125,137.16736868693363,325.6919071302291,44.88807745493638,175.0355274416581,130.69000244140625,137.34628832413196,326.13520837616363,45.03899800446754,52517000,42832900,28501900,22158000,375099000
2023-10-17,175.43167114257812,131.47000122070312,138.8870391845703,327.13018798828125,43.91459655761719,176.6893566043469,132.5800018310547,139.0659588066413,328.5093973778692,44.730163813873276,173.10447478206885,128.7100067138672,136.3621732868778,322.54922855719866,42.457372964776205,174.9365210517317,130.38999938964844,137.80354102561654,324.69685675416497,43.97656380840458,57549400,49344600,23515800,18338500,812333000
2023-10-18,174.1343536376953,128.1300048828125,137.13755798339844,325.2091064453125,42.17352294921875,175.8574811296678,130.6699981689453,139.88109877997212,330.60776009184275,43.195980659324874,173.41143884685883,127.51000213623047,136.56101383389208,323.4259804727019,41.802722183311644,173.87688106979198,129.89999389648438,138.61866563936638,327.553777299333,42.56831300533291,54764400,42699500,23375000,23153600,627294000
2023-10-19,173.758056640625,128.39999389648438,136.9287872314453,326.4011535644531,42.078575134277344,176.11496052795673,132.24000549316406,138.8274041828809,331.87860610828534,43.27393718803966,173.4906713911534,127.47000122070312,136.56099788351034,325.99723691191247,41.85969002338792,174.33241738277906,130.57000732421875,137.67431601854938,327.2188179633477,42.788196012329266,59302900,60961400,26066000,25052100,501233000
2023-10-20,171.2030792236328,125.16999816894531,134.7916259765625,321.8202209472656,41.36495590209961,173.71843472751576,128.1699981689453,137.04808243916904,326.9922786523629,42.447379216014696,170.96540176933075,124.97000122070312,134.27472171222004,320.6183320494055,41.056118571974906,173.60950111647477,128.0500030517578,136.51130832576152,326.7952358568411,41.867686327831784,64244000,56406400,26335700,25027700,477266000
2023-10-23,171.32191467285156,126.55999755859375,135.6862335205078,324.430908203125,42.952110290527344,172.32211231863303,127.87999725341797,136.83932163612405,327.7902868028739,43.2249675157508,168.2816861592976,123.9800033569336,133.15143271787912,319.57410641256814,40.92319267438126,169.25219112217718,124.62999725341797,134.23493086908442,320.63805945731093,41.20704181448495,55980100,48260000,26317900,24374700,478530000
2023-10-24,171.75762939453125,128.55999755859375,137.9824676513672,325.6228332519531,43.63973617553711,171.985394156852,128.8000030517578,138.52919180403703,326.91338212242727,43.67371845811692,169.7869270122857,126.33999633789062,136.60075488434097,322.7363402860532,42.66825771169956,171.3714130102576,127.73999786376953,137.00831426795142,326.38139073578424,43.054049838638136,43816600,46477400,44814300,31153600,401463000
2023-10-25,169.44033813476562,121.38999938964844,124.86116790771484,335.61236572265625,41.756744384765625,171.38131769667615,126.33999633789062,127.54506863748685,341.0602651549816,43.62674993181205,168.99469104064445,120.79000091552734,124.32438624497817,332.607628527267,41.532864681698854,170.21277093543313,126.04000091552734,127.39596893998613,339.8977607961559,43.374881453196686,57157000,74577500,84366200,55053800,398379000
2023-10-26,165.2711944580078,119.56999969482422,121.551025390625,323.0221252441406,40.30451965332031,169.71764765287952,121.63999938964844,123.58880732947519,336.558130148408,42.23349189998,164.06302704400315,118.3499984741211,120.54704439184272,322.08621701756,39.858758079391365,168.71743481214864,120.62999725341797,122.53512137260901,335.48431600999555,41.830706689092274,70625300,100419500,57061100,37828500,541001000
2023-10-27,166.58827209472656,127.73999786376953,121.44166564941406,324.91357421875,40.47842788696289,167.32109955610002,130.02000427246094,122.57486878269701,331.7209906231655,41.18405312081342,165.21175565878588,125.5199966430664,119.49335135738528,323.5245037451174,39.993685609648104,165.29098147440297,126.19999694824219,122.1474319809211,325.52436476789876,41.1080933883064,58499100,125309300,44566500,29856500,416784000
2023-10-30,168.63819885253906,132.7100067138672,123.71802520751953,332.3022155761719,41.139076232910156,169.50966778359705,133.0,124.65242378213384,334.41045907381,41.74375354185216,167.23197451155576,128.55999755859375,122.01822035942503,326.9035620962308,40.45943810774144,167.3805285943209,129.72000122070312,122.47547713868629,328.46012188812404,41.06511814770768,51131000,72485500,28940100,22828100,388028000
2023-10-31,169.11355590820312,133.08999633789062,123.34028625488281,333.0903015136719,40.758277893066406,169.24228464861295,133.57000732421875,124.62259669848551,333.9671027335216,40.85722799874781,166.27138428536674,131.7100067138672,121.95857348825355,329.721092711598,39.20910424104983,167.70733154956028,132.75,124.31443963801871,333.8193356921157,40.42845564545798,44846000,51589400,26292300,20265300,517969000
2023-11-01,172.28250122070312,137.0,125.69615936279297,340.93218994140625,42.302459716796875,172.53997379429074,137.35000610351562,125.73592181098695,342.2621536122384,42.35842964883917,168.46983997695696,133.7100067138672,122.98243863278022,334.6074891841975,40.847233858365946,169.34130885799144,133.9600067138672,123.33035057458807,334.74542515005817,40.86222525978218,56934900,61529400,30082400,28158800,437593000
2023-11-02,175.84759521484375,138.07000732421875,126.7299575805664,343.1487731933594,43.482826232910156,176.05554977286621,138.80999755859375,128.2110727208492,343.6511811792391,43.86062323706015,173.75806140886317,136.47000122070312,126.17329848546123,339.65145922211735,42.87115271419189,173.8174769968696,138.72999572753906,127.65441362574401,342.0847902707167,43.30491964488263,77334800,52236700,27124600,24348100,409172000
2023-11-03,174.93650817871094,138.60000610351562,128.3303680419922,347.562255859375,44.98102569580078,175.10487249469713,139.49000549316406,128.75779728854175,349.12867689079525,45.284860788211226,171.66852990822986,137.4499969482422,127.09775492201882,342.17346325846154,43.69970715705382,172.5498964006483,138.99000549316406,127.25680471191657,344.43933508440006,43.99654982171858,79829200,44059800,26393100,23637700,424610000
2023-11-06,177.49147033691406,139.74000549316406,129.47349548339844,351.2369079589844,45.72662353515625,177.6895273209714,140.72999572753906,129.56295529489483,352.23192298801735,45.91052742241196,174.50077512285628,138.36000061035156,127.9029130654574,348.1041258688438,44.875076287164106,174.66912431484397,138.75999450683594,128.28065249331533,348.2026472687151,45.26087221426332,63841300,44970400,19052700,23828300,400733000
2023-11-07,180.05633544921875,142.7100067138672,130.189208984375,355.1775207519531,45.93052291870117,180.67031655305914,143.3699951171875,131.12360749662543,357.0788604906001,46.19337950149492,177.233974683982,140.5,129.1057107809451,352.3205805643499,45.13394657321991,177.44192920138337,140.5500030517578,129.93076446372316,354.0642920772967,45.694648568134504,70530000,53553500,29757300,25833900,343165000
2023-11-08,181.11598205566406,142.0800018310547,131.0540313720703,357.8078308105469,46.549190521240234,181.67054768588966,143.1199951171875,131.4218359288677,358.46786694409883,46.84203370294661,179.82858892219454,141.22000122070312,130.00035299557646,355.19714949082766,45.943510541994904,180.5812266581694,142.97000122070312,130.1892227362355,356.3103779664203,46.07544019276808,49340300,44521700,26425800,26767800,346719000
2023-11-09,180.640625,140.60000610351562,129.46356201171875,355.33514404296875,46.924991607666016,182.33402952271553,142.64999389648438,131.75978820613193,359.3742808349746,48.20430856187874,180.04643896103886,139.83999633789062,129.2945773099461,355.01002643681795,46.725097380403966,181.18529301725127,142.02000427246094,131.17330921154067,356.9212273081889,47.441714505916444,53763500,36235400,23747800,24847300,540496000
